"X","Y_true","Y_pred"
"viththiyaachaththai","வித்தியாசத்தை","வித்தியாவத்தை"
"kooppaiyai","கோப்பையை","கோப்பையை"
"pravaesa","பிரவேச","பிரசேச"
"payirch","பயிர்ச்","பயிர்ச்"
"latin","லத்தீன்","லடின்"
"kanamum","கணமும்","கணமும்"
"tholumpoathu","தொழும்போது","தொழும்போது"
"naattiya","நாட்டிய","நாட்டிய"
"paeththi","பேத்தி","பேத்தி"
"ipparavai","இப்பறவை","இப்பரவை"
"patippai","படிப்பை","படிப்பை"
"othera","இதர","ஒதேர"
"panigazhin","பணிகளின்","பணிகளின்"
"praem","பிரேம்","பிராம்"
"irugi","இறுகி","இருகி"
"mattravarkalaith","மற்றவர்களைத்","மற்றவர்களைத்"
"nirvakikka","நிர்வகிக்க","நிர்வகிக்க"
"nadhiyil","நதியில்","நதியில்"
"nirvaaganggal","நிர்வாகங்கள்","நிற்வாக்கள்கள்"
"adhaavadhu","அதாவது","அதாவது"
"premaa","பிரேமா","பிராமா"
"thamizhagatthu","தமிழகத்து","தமிழகத்து"
"neermattam","நீர்மட்டம்","நீர்மட்டம்"
"kaloori","கல்லூரி","காலோரி"
"aaivukkatturai","ஆய்வுக்கட்டுரை","ஆய்வுக்கட்டுடை"
"panigalaip","பணிகளைப்","பணிகளைப்"
"dooni","டோனி","டோனி"
"avathaaranggalil","அவதாரங்களில்","அவதராக்களில்"
"tholainookki","தொலைநோக்கி","தொலைமோர்க்கி"
"paiyanai","பையனை","பயன்னை"
"mahaveer","மகாவீரர்","மகாவிர்"
"keezhiranggi","கீழிறங்கி","கீழிரங்கி"
"kadarkaraiyai","கடற்கரையை","கடர்களையை"
"kandarindhadhu","கண்டறிந்தது","கண்டறித்தது"
"nanmaiyaka","நன்மையாக","நன்மையாக"
"laesaana","லேசான","லேசான"
"raentam","ரேண்டம்","ராண்டம்"
"samamaagavum","சமமாகவும்","சமமாகவும்"
"edukkappadaamal","எடுக்கப்படாமல்","எடுக்கப்படாமல்"
"vaedhipporulkal","வேதிப்பொருட்கள்","வேதிப்பொருளள்"
"thaathup","தாதுப்","தாதுப்"
"thokaiyanathu","தொகையானது","தொகையனாது"
"vichaariththa","விசாரித்த","விசாரித்த"
"pirarukku","பிறருக்கு","பிரருக்கு"
"electronkal","எலக்ட்ரான்கள்","எலேக்ட்டர்கள்"
"seiyyappattadhu","செய்யப்பட்டது","செய்யப்பட்டது"
"nuzhaindhaar","நுழைந்தார்","நுழைந்தார்"
"praim","பிரேம்","பிராம்"
"aboorvamaana","அபூர்வமான","அப்புவானமா"
"seerudai","சீருடை","சீருடை"
"poraamai","பொறாமை","போராமை"
"byee","பை","பிய்"
"arivin","அறிவின்","அறிவின்"
"poattikkaaga","போட்டிக்காக","போட்டிக்காக"
"thanithanik","தனித்தனிக்","தனிதனிக்"
"caardu","சிம்","சார்டு"
"sey","சேய்","செய்"
"kaaliya","காலியா","காலிய"
"idaththilum","இடத்திலும்","இடத்திலும்"
"ina","ஐநா","இனா"
"vetrikaramaaka","வெற்றிகரமாக","வெற்றிகராக"
"kuraindhdhavargal","குறைந்தவர்கள்","குறைந்தவர்கள்"
"vilimpukal","விளிம்புகள்","விளிம்புகள்"
"kilive","கிளைவ்","கிளிவ்"
"jorddan","ஜோர்டான்","ஜோர்டன்"
"preeim","பிரேம்","பிரிம்"
"tara","தாரா","தாரா"
"sevvaaik","செவ்வாய்க்","செவ்வாய்"
"karpikkappattu","கற்பிக்கப்பட்டு","கற்பிக்கப்பட்டு"
"uruvaakavillai","உருவாகவில்லை","உருவாகரிய்லை"
"gurila","கொரில்லா","குறில்"
"tony","டோனி","டோனி"
"sarvar","சர்வர்","சார்வர்"
"cherbiyaa","செர்பியா","சேர்பியா"
"redar","ரேடார்","ராடர்"
"purikindrana","புரிகின்றன","புறிகின்றன"
"ilakkam","இலக்கம்","இலக்கம்"
"magaa","மகா","மாகா"
"makizhchchi","மகிழ்ச்சி","மகிழ்ச்சி"
"thangich","தங்கிச்","தங்கிச்"
"bogei","போகி","போக்கி"
"padaippaakka","படைப்பாக்க","படைப்பாக்க"
"arakku","அரக்கு","அறக்கு"
"kaalanigalai","காலணிகளை","காலனிகளை"
"govrilla","கொரில்லா","கோரில்ல"
"navachakthi","நவசக்தி","நவசக்கி"
"puthuchchaeriyil","புதுச்சேரியில்","புதுச்செரியில்"
"villiyam","வில்லியம்","வில்லியம்"
"thokaiyin","தொகையின்","தொகையின்"
"zayn","ஜென்","ஜென்"
"maeni","மேனி","மேனி"
"pudhumaikalai","புதுமைகளை","புதுமைகளை"
"ethirpaarppukal","எதிர்பார்ப்புகள்","எதிர்பார்ப்பர்கள்"
"kaarthikeyan","கார்த்திகேயன்","கார்த்தியைய்"
"bye","பை","பிய்"
"karananggalukkaaka","காரணங்களுக்காக","காரணங்களுக்காக"
"cheyalmuraikalai","செயல்முறைகளை","செயல்முறைகளை"
"sei","சேய்","செய்"
"anurathapuraththil","அனுராதபுரத்தில்","அனுகரப்பட்டிரில்"
"aankalitam","ஆண்களிடம்","ஆங்களிடம்"
"poonagariyil","பூநகரியில்","போணகரியில்"
"vetrtridaththai","வெற்றிடத்தை","வெற்றிதத்தை"
"solvavathu","சொல்வது","சொல்வவது"
"padarnthu","படர்ந்து","படர்ந்து"
"saralamaaka","சரளமாக","சரலாமக"
"innisaik","இன்னிசைக்","இண்ணிசைக்"
"puump","பம்ப்","பம்"
"uriththaana","உரித்தான","உரித்தான"
"idhara","இதர","இதர"
"naasaavin","நாசாவின்","நாசாவின்"
"villiams","வில்லியம்ஸ்","வில்லியாஸ்"
"karthikeeyan","கார்த்திகேயன்","கார்திகியன்"
"boagi","போகி","போகி"
"seiyyappattu","செய்யப்பட்டு","செய்யப்பட்டு"
"cofee","காஃபி","கோபி"
"pauulaa","பவுலா","போலா"
"vitayaththai","விடயத்தை","விடைத்தை"
"maaligaiyil","மாளிகையில்","மாலிகையில்"
