"X","Y_true","Y_pred"
"neeroattangkal","நீரோட்டங்கள்","நீரேட்டங்கள்"
"kuraindhdhavai","குறைந்தவை","குறைந்தவை"
"cakkaratthaip","சக்கரத்தைப்","சக்கராத்தைப்"
"americaavai","அமெரிக்காவை","அமெரிக்காவா"
"ennikkai","எண்ணிக்கை","ஒன்றிக்கை"
"sengkutthaana","செங்குத்தான","செங்குத்தான"
"padimatthin","படிமத்தின்","படிமத்தின்"
"neeroa","நீரோ","நீரோ"
"naveenam","நவீனம்","நவிரால்"
"surender","சரணடைய","சுரேண்டர்"
"aattralil","ஆற்றலில்","ஆற்றலில்"
"sattaiyin","சட்டையின்","சட்டையின்"
"edhirkkavillai","எதிர்க்கவில்லை","எதிர்களில்லை"
"narambugal","நரம்புகள்","நரம்புகள்"
"aanda","ஆண்ட","ஆண்ட"
"durkkai","துர்க்கை","துருக்கை"
"aana","ஆன்","ஆன"
"waters","வாட்டர்ஸ்","வாட்டர்"
"visaeshamaana","விசேஷமான","விசாசமான"
"kidaikkaadhu","கிடைக்காது","கிடைக்காது"
"cheythavarukku","செய்தவருக்கு","செய்தவருக்கு"
"tamilagatthai","தமிழகத்தை","தமிழகத்தை"
"appaatal","அப்பாடல்","அப்பாடம்"
"muththa","முத்த","முத்த"
"utpuramaaga","உட்புறமாக","உட்புரமாக"
"abudhabiyil","அபுதாபியில்","அப்துபபில்"
"vadikkappatta","வடிக்கப்பட்ட","வடிக்கப்பட்ட"
"thadaiyai","தடையை","தடையை"
"vaangum","வாங்கும்","வாங்கும்"
"mathippaaka","மதிப்பாக","மதிப்பாக"
"sambradhayamaana","சம்பிரதாயமான","சம்பந்தரமான"
"pulampi","புலம்பி","புலம்பி"
"thokaiyaik","தொகையைக்","தெகையைக்"
"poola","போலா","பூமா"
"viththiyaachaththai","வித்தியாசத்தை","வித்தியாதத்தை"
"kooppaiyai","கோப்பையை","கோப்பையை"
"pravaesa","பிரவேச","பிரவாச"
"payirch","பயிர்ச்","பயிற்சு"
"latin","லத்தீன்","மாடின்"
"kanamum","கணமும்","கரமும்"
"tholumpoathu","தொழும்போது","தொலும்போது"
"naattiya","நாட்டிய","நாட்டிய"
"paeththi","பேத்தி","பேத்தி"
"ipparavai","இப்பறவை","இப்பரவை"
"patippai","படிப்பை","படிப்பை"
"othera","இதர","எதிர"
"panigazhin","பணிகளின்","பணிகளின்"
"praem","பிரேம்","பிரால்"
"irugi","இறுகி","இருகி"
"mattravarkalaith","மற்றவர்களைத்","மற்றவர்களைத்"
"nirvakikka","நிர்வகிக்க","நிற்வகிக்க"
"nadhiyil","நதியில்","நதியில்"
"nirvaaganggal","நிர்வாகங்கள்","நிற்வாங்கள்கள்"
"adhaavadhu","அதாவது","அதாவது"
"premaa","பிரேமா","பிரோமா"
"thamizhagatthu","தமிழகத்து","தமிழகத்து"
"neermattam","நீர்மட்டம்","நீர்மட்டம்"
"kaloori","கல்லூரி","கலோரி"
"aaivukkatturai","ஆய்வுக்கட்டுரை","ஆய்வுக்கடுட்டை"
"panigalaip","பணிகளைப்","பணிகளைப்"
"dooni","டோனி","தீரி"
"avathaaranggalil","அவதாரங்களில்","அவதாரங்களில்"
"tholainookki","தொலைநோக்கி","தொலைநோக்கி"
"paiyanai","பையனை","பயயனை"
"mahaveer","மகாவீரர்","மகாவூர்"
"keezhiranggi","கீழிறங்கி","கூழினங்கி"
"kadarkaraiyai","கடற்கரையை","கடங்கரையை"
"kandarindhadhu","கண்டறிந்தது","கண்டனித்தது"
"nanmaiyaka","நன்மையாக","நன்சையாக"
"laesaana","லேசான","மேசான"
"raentam","ரேண்டம்","நேண்டம்"
"samamaagavum","சமமாகவும்","சமமாகவும்"
"edukkappadaamal","எடுக்கப்படாமல்","எடுக்கப்படாகம்"
"vaedhipporulkal","வேதிப்பொருட்கள்","வேதிப்பெருள்கள்"
"thaathup","தாதுப்","தாதுப்"
"thokaiyanathu","தொகையானது","தெகையானது"
"vichaariththa","விசாரித்த","விசாரித்த"
"pirarukku","பிறருக்கு","பிரணுக்கு"
"electronkal","எலக்ட்ரான்கள்","எலெட்டர்க்கம்"
"seiyyappattadhu","செய்யப்பட்டது","செய்யப்பட்டது"
"nuzhaindhaar","நுழைந்தார்","நுழைந்தார்"
"praim","பிரேம்","பிரால்"
"aboorvamaana","அபூர்வமான","அபிருவான"
"seerudai","சீருடை","சீருடை"
"poraamai","பொறாமை","பெராலை"
"byee","பை","பிய்"
"arivin","அறிவின்","அரிவின்"
"poattikkaaga","போட்டிக்காக","போட்டிக்காக"
"thanithanik","தனித்தனிக்","தனிதனின்"
"caardu","சிம்","சாந்து"
"sey","சேய்","செய்"
"kaaliya","காலியா","காலிய"
"idaththilum","இடத்திலும்","இடத்திலும்"
"ina","ஐநா","இன"
"vetrikaramaaka","வெற்றிகரமாக","வெற்றிகராககா"
"kuraindhdhavargal","குறைந்தவர்கள்","குறைந்தவர்கள்"
"vilimpukal","விளிம்புகள்","விளில்புகள்"
"kilive","கிளைவ்","கிலிவி"
"jorddan","ஜோர்டான்","மென்டன்"
"preeim","பிரேம்","பிரியில்"
"tara","தாரா","தாரா"
"sevvaaik","செவ்வாய்க்","செவ்வாயிக்"
"karpikkappattu","கற்பிக்கப்பட்டு","கண்பிக்கப்பட்டு"
"uruvaakavillai","உருவாகவில்லை","உருவாகவில்லை"
"gurila","கொரில்லா","குரில்கா"
"tony","டோனி","டேரி"
"sarvar","சர்வர்","சார்வர்"
"cherbiyaa","செர்பியா","சென்பியா"
"redar","ரேடார்","நாடர்"
"purikindrana","புரிகின்றன","புரிகின்றன"
"ilakkam","இலக்கம்","இலக்கம்"
"magaa","மகா","மகா"
"makizhchchi","மகிழ்ச்சி","மகிழ்ச்சி"
"thangich","தங்கிச்","தங்கிச்"
"bogei","போகி","போக்கி"
